,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes,votes
id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
code,,,,,,,,,,,,,,,,,,,,,,,,,
712,8.95291730182332,8.95291730182332,2990.274378808989,8.95291730182332,1317.5709962516653,44.7645865091166,89.5291730182332,8.95291730182332,149.215288363722,59.6861153454888,8.95291730182332,1025.1090310587701,593.8768476876136,8.95291730182332,777.4116523749916,2857.4727721652757,1738.3581094373612,447.64586509116594,8.95291730182332,8.95291730182332,159.66035854918255,529.7142736912131,977.3601387823791,8.95291730182332,1083.3029935206216
713,20.824930571646057,20.824930571646057,6955.526810929783,20.824930571646057,3064.7356157939116,104.12465285823029,208.24930571646058,20.824930571646057,347.082176194101,138.8328704776404,20.824930571646057,2384.4545504534735,1381.387061252522,20.824930571646057,1808.298137971266,6646.623674117033,4043.5073526612764,1041.246528582303,20.824930571646057,20.824930571646057,371.3779285276881,1232.1417254890584,2273.3882540713616,20.824930571646057,2519.816599169173
801,7.555241473489019,7.555241473489019,2523.4506521453327,7.555241473489019,1111.8797035151342,37.7762073674451,75.5524147348902,7.555241473489019,125.920691224817,50.3682764899268,7.555241473489019,865.0751487144928,501.1643510747717,7.555241473489019,656.0468012812966,2411.381236955245,1466.976052769118,377.762073674451,7.555241473489019,7.555241473489019,134.7351396105542,447.0184538481003,824.7805275225514,7.555241473489019,914.1842182921714
802,20.05166907353922,20.05166907353922,6697.2574705621,20.05166907353922,2950.9372986558556,100.25834536769611,200.51669073539222,20.05166907353922,334.194484558987,133.6777938235948,20.05166907353922,2295.9161089202407,1330.0940485447684,20.05166907353922,1741.1532645523223,6399.8243793046,3893.365745112199,1002.5834536769611,20.05166907353922,20.05166907353922,357.58809847811614,1186.3904201844039,2188.973873861365,20.05166907353922,2426.2519578982456
803,22.695650563358516,22.695650563358516,7580.347288161745,22.695650563358516,3340.0432412409286,113.47825281679259,226.95650563358518,22.695650563358516,378.260842722642,151.3043370890568,22.695650563358516,2598.6519895045503,1505.478154036115,22.695650563358516,1970.7389905849648,7243.6951381385925,4406.7388177187795,1134.7825281679259,22.695650563358516,22.695650563358516,404.73910171322694,1342.825991665379,2477.608519833305,22.695650563358516,2746.1737181663807
804,8.41948249476768,8.41948249476768,2812.1071532524047,8.41948249476768,1239.0671738133103,42.097412473838396,84.19482494767679,8.41948249476768,140.32470824612798,56.1298832984512,8.41948249476768,964.0307456508992,558.4923388195895,8.41948249476768,731.0917299623269,2687.2181629133506,1634.7828510673912,420.974124738384,8.41948249476768,8.41948249476768,150.14743782335697,498.1527142737543,919.1268390121384,8.41948249476768,1018.7573818668892
805,17.6822339330103,17.6822339330103,5905.86613362544,17.6822339330103,2602.235427141349,88.4111696650515,176.822339330103,17.6822339330103,294.703898883505,117.881559553402,17.6822339330103,2024.6157853296793,1172.92151755635,17.6822339330103,1535.407313183061,5643.57966361912,3433.3004219928334,884.1116966505149,17.6822339330103,17.6822339330103,315.3331718053504,1046.1988410364427,1930.3105376869578,17.6822339330103,2139.5503058942463
806,35.26908527323248,35.26908527323248,11779.874481259649,35.26908527323248,5190.433716044047,176.3454263661624,352.6908527323248,35.26908527323248,587.818087887208,235.1272351548832,35.26908527323248,4038.310263785119,2339.515989791088,35.26908527323248,3062.532237892354,11256.716383040031,6848.080723885973,1763.454263661624,35.26908527323248,35.26908527323248,628.9653540393126,2086.7542119995883,3850.2084756612126,35.26908527323248,4267.55931806113
807,26.780267116633198,26.780267116633198,8944.609216955489,26.780267116633198,3941.162643997853,133.901335583166,267.802671166332,26.780267116633198,446.33778527722006,178.535114110888,26.780267116633198,3066.3405848545017,1776.4243854033357,26.780267116633198,2325.4198612943164,8547.368588058762,5199.835198479614,1339.01335583166,26.780267116633198,26.780267116633198,477.5814302466255,1584.499137734131,2923.5124935657914,26.780267116633198,3240.4123211126175
808,15.330533315121478,15.330533315121478,5120.398127250574,15.330533315121478,2256.1434862087112,76.6526665756074,153.3053331512148,15.330533315121478,255.508888585358,102.2035554341432,15.330533315121478,1755.3460645814093,1016.9253765697249,15.330533315121478,1331.2013095297152,4892.995216409605,2976.6785520194207,766.526665756074,15.330533315121478,15.330533315121478,273.3945107863331,907.0565544780209,1673.583220234095,15.330533315121478,1854.994531129699
809,6.04405168273296,6.04405168273296,2018.7132620328084,6.04405168273296,889.4829393088672,30.220258413664798,60.440516827329596,6.04405168273296,100.734194712216,40.2936778848864,6.04405168273296,692.0439176729238,400.9220949546197,6.04405168273296,524.8251544506453,1929.059828738936,1173.5533683973165,302.202584136648,6.04405168273296,6.04405168273296,107.78558834207112,357.60639122836676,659.8089753650148,6.04405168273296,731.3302536106881
810,25.524945177692636,25.524945177692636,8525.331689349341,25.524945177692636,3756.4210986504336,127.6247258884632,255.2494517769264,25.524945177692636,425.415752961544,170.1663011846176,25.524945177692636,2922.606222845807,1693.1546967869451,25.524945177692636,2216.416072929644,8146.711669213566,4956.093522001987,1276.247258884632,25.524945177692636,25.524945177692636,455.19485566885214,1510.225923013481,2786.473181898113,25.524945177692636,3088.5183665008094
811,24.636672586558017,24.636672586558017,8228.64864391038,24.636672586558017,3625.6969823217887,123.1833629327901,246.3667258655802,24.636672586558017,410.611209775967,164.2444839103868,24.636672586558017,2820.899011160893,1634.2326149083488,24.636672586558017,2139.284402932788,7863.204667209767,4783.620593890016,1231.833629327901,24.636672586558017,24.636672586558017,439.35399446028475,1457.6697947046828,2689.503424032584,24.636672586558017,2981.0373829735204
900,52.372088999999995,52.372088999999995,23648.907744,52.372088999999995,6755.999481,52.372088999999995,232.76484,52.372088999999995,913.6019970000001,52.372088999999995,52.372088999999995,5272.123626,1763.1936629999998,52.372088999999995,1478.056734,5050.997028,3334.356333,331.689897,52.372088999999995,52.372088999999995,343.32813899999996,2868.8266529999996,3136.506219,0.0,2537.136756
